,label,tweet
360,4,"Riding in a driverless car is on my bucket list, this is so damn exciting. #Google http://t.co/dOuKZKacnU"
361,2,has a date with bobby flay and gut fieri from food network
362,4,"House Correspondents dinner was last night whoopi, barbara &amp; sherri went, Obama got a standing ovation"
363,0,Closing time at zeros boo  time to chug those beers fuckers
364,2,"Slight delay, something to do with the basketball... #DeflateGate?"
365,4,"@united Just did, thanks for checking! :)"
366,2,I'd like to hear what  thinks about Tom Brady's saggy balls #DeflateGate
367,0,@united 2nd flight in two weeks that you have lost my bag!  Taking my 1K status to @AmericanAir #neveragain #WORSTCUSTOMERSERVICE
368,4,@AttractMode Thanks for putting on such a great event. Can't wait for the inevitable sequels! 
369,0,"@ludajuice Lebron is a Beast, but I'm still cheering 4 the A..til the end."
370,4,omgg i ohhdee want mcdonalds damn i wonder if its open lol =]
371,4,@pdxcommute driverless cars will be 1000x cheaper than high-speed rail and better for everyone. HSR is a waste of money
372,4,I'm really loving the new search site Wolfram/Alpha. Makes Google seem so ... quaint. http://www72.wolframalpha.com/
373,2,eating breakfast and then school
374,0,Colin Powell rocked yesterday on CBS. Cheney needs to shut the hell up and go home.Powell is a man of Honor and served our country proudly
375,0,@united been on the phone for over an hour with customer service and they can't figure it out! awesome service... NOT!
376,4,@jktweet Hi! Just saw your Stanford talk and really liked your advice. Just saying Hi from Singapore (yes the videos do get around)
377,0,"I hate revision, it's so boring! I am totally unprepared for my exam tomorrow :( Things are not looking good..."
378,0,Man I kinda dislike Apple right now. Case in point: the iPhone 3GS. Wish there was a video recorder app. Please?? http://bit.ly/DZm1T
379,4,getting ready to test out some burger receipes this weekend. Bobby Flay has some great receipes to try. Thanks Bobby.
380,0,well imessage doesn't work thanks @apple
381,4,"Morning Tweetland, a long day ahead! Hope everyone has a great day  "
382,0,Google developing a driverless car??? da facckk?!
383,2,jquery Selectors http://codylindley.com/jqueryselectors/
384,0,Good morning at work  don't wanna be there fuckit another day another dollar!!!
385,0,"wait no, I didn't waste four years...it was more of putting my all into someone who doesn't give a fuck.. "
386,0,Recovering from surgery..wishing @julesrenner was here :(
387,2,Soooooooooo has everyone learned everything the EVAH wanted to know about FB players &amp; their balls? Have you? #DEFLATEGATE
388,2,RT @LATimesautos is now the time to buy a GM car? http://bit.ly/nRzlu
389,0,"Breaking: Microsoft Develops Self-Driving Car to Compete With Google, Death toll still rising as authorities struggle to contain destruction"
390,0,"My phone died at 8%, why would you let this happen @apple?"
391,2, How do I enter passport information on an existing reservation before check in?
392,0,time warner has the worse customer service ever. I will never use them again
393,0, ahhh I have no more tissues and I look like a blow fish from crying.....ahhh I'm stressed the fuck out
394,0,@united you suck.    9 hour delay?!
395,0,"@Karoli I firmly believe that Obama/Pelosi have ZERO desire to be civil.  It's a charade and a slogan, but they want to destroy conservatism"
396,0,": Gosh, I'm fucking emo. I wrote on status on facebook 4 her, mum turned off Tom &amp; Jerry (which me and Ruby was enjoying) For The Hills. "
397,4,@jenniferg07 it is all in good fun we know you don't want to kiss a girl. 
398,4,is studing math ;) tomorrow exam and dentist :)
399,0,"RT @sportsguy33: New Time Warner slogan: ""Time Warner, where we make you long for the days before cable."""
400,4,"@asherroth World Cup 2010 Access?? Damn, that's a good look!"
401,4,@colorofviolence yay  i'm happy for you guys....now hurry up and spit out the next one 
402,4,Goodby Silverstein agency new site! http://www.goodbysilverstein.com/ Great!
403,2,both candidates need Claritin. #StuffyNoseVoices
404,0,fuck omg  austins always there though man &lt;3 love you
405,0,@united switched to fly united from delta for the past two trips and was very disappointed. Now my UA4646 on 2/23 is delayed by 3 hours!!
406,2,playing with Java and the Twitter API
407,4,"By the way, I'm totally inspired by this freaky Nike commercial: http://snurl.com/icgj9"
408,4,I'd love a self-driving car :)
409,0,could it get any worse for kimi  try you fucker!
410,4,Google self driving car taking blind MSN to Taco Bell and dry cleaners...awesome! #vmworld Genius Machines http://t.co/NwaaP27B
411,4,"YES YES YES YES ""a future in which people simply order a self-driving car when they need one."" http://t.co/FMixpTKf0r"
412,0,"I FUCKING HATE PEOPLE ;_; Seriously, what fucking twat would try to pull someone out the car, threaten them and them fucking follow them? "
413,2,"Rocawear Heads to China, Building 300 Stores  - http://tinyurl.com/nofet3"
414,2,is in San Francisco at Bay to Breakers.
415,2,@kirstiealley Pet Dentist http://www.funnyville.com/fv/pictures/dogdentures.shtml
416,4,"@honey_honeybun Aw, thanks...let's hope so! I am more worried about Geoff's teeth! Hope you are having a good day, H or HB. "
417,0,"Google driver-less car is not viable , insurance companies would have no part of it."
418,0,Cheney and Bush are the real culprits - http://fwix.com/article/939496
419,0,is upset about the whole GM thing. life as i know it is so screwed up
420,2,http://xi.gs/04FO GM CEO: China will continue to be key partner
421,4,yeah guys i will totally bring dublin to the party. he would love the company. 
422,4,"@united awesome. Thx. And thx for replying so damn fast, sure as hell beats 80s cheeze hold music!!"
423,0,Oooooooh... North Korea is in troubleeeee! http://bit.ly/19epAH
424,2,Google Tested The Safety Of Its Self-Driving Cars By Swarming Them With Bikes /2dxztZTqSs
425,2,At GWT fireside chat @googleio
426,4,"well tweeps, im off, i gotta have a shower then go get a haircut. good bye everyone "
427,4,"@united 
I will admit, you've been rather good to me over the years.
You've still got me hooked.
(for now!)
Peace."
428,4,@dorkas426 i totally took the change of scenery. it was great. 
429,2, do you sell open tickets? I have a sick relative and may have to travel at a moments notice. Sad but true.
430,4,"@united we had a wonderful flight attendant named Leah that was with us from lga to den, then den to anchorage!"
431,0,i think my finger is fucked. 3 days later it still hurts. it hurts to hold a freaking cupcake 
432,4,@united Thanks for the timely service &amp; great staff getting my wife and me to and from Cancun this past week for our honeymoon.
433,4,@united I appreciate the follow up.
434,0,"@united  gate agent at EWR "" if you are disabled or in a wheel chair, it's time to board, please step"". STEP UP??? Lol"
435,2,Am I the only one who thought #DeflateGate was about a bad shipment of Viagra? :)
436,4,@berofx: good luck with your challenge 
437,2,Check this video out -- President Obama at the White House Correspondents' Dinner http://bit.ly/IMXUM
438,2,I spent most of my day reading a jQuery book. Now to start drinking some delirium tremens.
439,4,"@united @FlyANA_official pleasantly surprised to find ANA has made major upgrades on their transpacific route in flights, planes and service"
440,0,"@KarrisFoxy If you're being harassed by calls about your car warranty, changing your number won't fix that. They call every number. #d-bags"
441,0,fucken a man lol. tiring night at work. hope to get this job! for got bout the hills  dang nabbit lol.. 
442,0,@united  #UnitedAirlines  how long will1531 be delayed.
443,0,"confirmed: it's Time Warner's fault, not Facebook's, that fb is taking about 3 minutes to load. so tempted to switch to verizon =/"
444,0,"Give a man a fish, u feed him for the day. Teach him to fish, u feed him for life. Buy him GM, and u F**K him over for good."
445,2,": In honor of #DeflateGate, we are having a sale on things that are supposed to be flat! /1…"
446,0,@united u would not be able to rebook me to get home any sooner than a now 2hr delayed flight.  #linesforever #customerservice #fail #again
447,4,Today was so great.  My roommate and I played some soccer and I also got a nice run in on this sunny day  Time for some reading and sleep.
448,4,@united all good! Next flight was a little delayed so it all worked 👍
449,2,Google Wave Developer Sandbox Account Request http://bit.ly/2NYlc
450,4,"Only one exam left, and i am so happy for it :D"
451,4,@vkerkez dood I got a free google android phone at the I/O conference. The G2!
452,4,Just saw Sunshine Cleaning. I love Amy Adams 
453,0,ugh i need to renew the fucking restraining order.  help.
454,4,@tweeterdiva I only have one for now... I'd love to have a herd someday! 
455,4,Incredibly AWESOME. Can't wait. RT â€œ@MandaCessac: Google unveils its self-driving car http://t.co/9e862khJgS This is incredible.â€
456,2,I can't wait for the first time a  Car gets the guts of an  Drone on its windshield.
457,2,@anna_debenham what was the php jquery hack?
458,0,"It's a bank holiday, yet I'm only out of work now. Exam season sucks:("
459,4,@Croconaw goodnight 
460,2,Safeway offering mobile coupons http://bit.ly/ONH7w
461,4,"@JonathanRKnight : agreed. internet? random. but i like random. watched dirty dancing, great movie, i thought of your song..  nighty night"
462,0,@CharlesJMeyer @Apple @Appy_Geek Hasn't Apple been doing this for decades? This is why I don't support Apple. #apple #deletegame
463,0,bonjour San Francisco. My back hurts from last night..
464,4,@imagejennation @whitrt we found a great Chinese place to hang out at 
465,4,@richardebaker no. it is too big. I'm quite happy with the Kindle2.
466,4,@ArunBasilLal I love Google Translator too ! :D Good day mate !
467,0,RT @SmartChickPDX: Was just told that Nike layoffs started today :-(
468,2,  taking the air out of the membership costs?.. heh.. #DeflateGate #IcanDoItToo
469,4,"@RyanStar  Hey Ryan, just thought I'd say that u put on a great show in Radford Sunday night, &amp; I'm so glad I got to meet you! "
470,4,@united our flight attendant @superben was super helpful in finding a bag we left on a flight today. Excellent customer service. Name fits.
471,4,"RT @designplay Goodby, Silverstein's new site: http://www.goodbysilverstein.com/ I enjoy it. *nice find!*"
472,0,"@Zee It's good, but buggy like a motherfucker. "
473,0,Google car just drove by.... Hopefully they got me flipping them off!
474,0,@Pittstock $GM good riddance.  sad though.
475,4,@pmarca Couldn't agree more! Had my first ride in a self driving car today. It's amazing. Definitely the future.
476,2,: Didn't expect to be on the radio this morning discussing the #Coachella2015 lineup! Thx   #KWSS
477,0,Monday already. Iran may implode. Kitchen is a disaster. @annagoss seems happy. @sebulous had a nice weekend and @goldpanda is great. whoop.
478,4,@JonathanRKnight  i do embrace the simple life.  simple things like a new kids reunion makes me an extremely happy girl 
479,2,"Brand New Canon EOS 50D 15MP DSLR Camera Canon 17-85mm IS Lens ...: Web Technology Thread, Brand New Canon EOS 5.. http://u.mavrev.com/5a3t"
480,2,Obama: Nationalization of GM to be short-term   (AP) http://tinyurl.com/md347r
481,2,Driverless golf carts /CgRoUETWWc
482,2, Does  not take fraud as seriously?
483,0,@united Late Flight crew into #btv last nite delayed todays flt. Will miss connection to #cun. Why do I have to play for hotel tonight in #ewr?
484,2,"Safeway with Marvin, Janelle, and Auntie Lhu"
485,0,@smiIingbarakat @Apple YEAH APPLE UR SLACKIN
486,0,The safeway bathroom still smells like ass!
487,0,"Trouble in Iran, I see. Hmm. Iran. Iran so far away. #flockofseagullsweregeopoliticallycorrect"
488,4,watching Night at The Museum . Lmao
489,0,Pissed at Time Warner for causin me to have slow internet problems
490,0,Wat the heck is North Korea doing!!??!! They just conducted powerful nuclear tests! Follow the link: http://www.msnbc.msn.com/id/30921379
491,4,Star Trek was as good as everyone said!!
492,4,Guess I'll be retiring my G1 and start using my developer G2 woot #googleio
493,0,"RT @sportsguy33 The upside to Time Warner: unhelpful phone operators   superslow on-site service. Crap, that's not an upside."
494,0,"got paid fuck all and wants to kill the lostprophets. Peace out world, i'll see you in the next life "
495,0,@united no chance I wait in ORD all afternoon for another flight after you screwed me. Hold 5396
496,4,Highly recommend: http://tinyurl.com/HowDavidBeatsGoliath by Malcolm Gladwell
497,0,Gooood mooorning world. I had a dream last night I fucked my knee again  Def need to kick start my strengthening ready for Bournemouth 7s!
498,4,i love Dwight Howard's vitamin water commercial... now i wish he was with NIKE and not adidas. lol.
499,0,"#wolfram Alpha SUCKS! Even for researchers the information provided is less than you can get from #google or #wikipedia, totally useless!"
500,4,I need the self-driving car of Google ðŸ˜©
501,4,"I like this guy : ' Barack Obama shows his funny side "" &gt;&gt; http://tr.im/l0gY !!"
502,4,@united holy high speed internet batman!  Speeds at United Club at IAD are insanely fast!  Thanks
503,0,"They're on about driverless automated cars, why waste the money? Get a fucking taxi"
504,2,The way some people are glued to their phones we may already have driverless cars.
505,4,@united I was protected on that flight by gate agent Kerry at LAS. She also did an excellent job getting me to my destination today. Thanks!
506,4,oh oh found some clothes!!  And i love em xD
507,0,@owlmonkeys fuck you 
508,0,"dear nike, stop with the flywire. that shit is a waste of science. and ugly. love, @vincentx24x"
509,0,@d3signerd â€¦being systematically run over by driverless cars.
510,0,I still love my Kindle2 but reading The New York Times on it does not feel natural. I miss the Bloomingdale ads.
511,0,I am such a fucking failtastic IRL friend. 
512,0,I am in so much pain. My back is fucked up... I don't know what happen. It feels like something is out of place in my lower back.   
513,4,"I'm ready to drop the pretenses, I am forever in love with jQuery, and I want to marry it. Sorry ladies, this nerd is jquery.spokenFor.js"
514,0,It's unfortunate that after the Stimulus plan was put in place twice to help GM on the back of the American people has led to the inevitable
515,4,Love when Google does futuristic stuff like this. Also giving the self driving car a face is pretty genius: http://t.co/Bgj9i6rvn0
516,4,@united I am blown away by stellar #custserv !! Thank you &lt;3 http://t.co/JOrEScfb4x
517,0,"Driverless cars are terrible. How can anyone be a fan of them. I mean, c'mon!!!"
518,2,just started playing Major League Baseball 2K9. http://raptr.com/H3LLGWAR
519,4,@united Give Cyndi &amp; Troy each a gold star.
520,0,Last day of work before I go on holiday... argh... got fuck loads to do 
521,2,Uber to use Google's self-driving cars in the far-future /5pv6Dlj0L9
522,2,testing Twitter API
523,4,Nike rocks. I'm super grateful for what I've done with them :) &amp; the European Division of NIKE is BEYOND! @whitSTYLES @muchasmuertes
524,0,"Also, cars with drivers @transsafe: FBI warns driverless cars could be used as 'lethal weapons' @BerkeleyITS @tsrcits http://t.co/Qd9UrEImqq"
525,4,@wendy_bowser Thank you for the kind words!  I appreciate it.  Have a great night 
526,4,"@crlane I have the Kindle2. I've seen pictures of the DX, but haven't seen it in person. I love my Kindle - I'm on it everyday."
527,4,http://twurl.nl/epkr4b - awesome come back from @biz (via @fredwilson)
528,0,"There is an acceptable level of risk with all new technology, but the reality that people will die in autonomous car is hard to accept #sxsw"
529,2,Heading to a tech conference which will focus on transportation and driverless cars #AV #Innovation
530,4,@united thanks for all the help! Totally appreciate it and you made it super easy too
531,4,"I'm listening to ""P.Y.T"" by Danny Gokey &lt;3 &lt;3 &lt;3 Aww, he's so amazing. I &lt;3 him so much :)"
532,0,"On that note, I hate Word. I hate Pages. I hate LaTeX. There, I said it. I hate LaTeX. All you TEXN3RDS can come kill me now."
533,2,  Not blaming Jet Blue.  This wasn't weather. Can't have planes in the air and runways a mess. That's a disaster waiting to happen.
534,0,@united it won't help...been there done that.
535,0,"@united my UA3426 on 2/19 was also delayed by 2 hours, stretching my trip way past the midnight, extremely exhausting!"
536,4,saw night at the museum 2 last night.. pretty crazy movie.. but the cast was awesome so it was well worth it. Robin Williams forever!
537,4,i love lebron. http://bit.ly/PdHur
538,4,"@united be  ""Chicago's hometown airline"" care about your neighbors #SaveTheDiagonals #FlyQuiet #ORDNoise"
539,2,Man accosts Roger Federer during French Open http://ff.im/3HCPT
540,4,no watching The Night At The Museum. Getting Really Good
541,0,"@united is the worst. Worst reservation policies. Worst costumer service. Worst worst worst. Congrats, @Delta you're not that bad!"
542,4,@pfspleen I'm good! Had some very strange dreams last night but hey dreamin' means i'm sleepin'  How's you this morning?
543,0,#RantsAndRaves The worst thing about GM (concord / pleasant hill / martinez): is the fucking UAW. ..   http://buzzup.com/4ueb
544,2,On my way to see Star Trek @ The Esquire.
545,0,I hate the effing dentist.
546,0,pissed about at&amp;t's mid-contract upgrade price for the iPhone (it's $200 more) I'm not going to pay $499 for something I thought was $299
547,2,Gov. Brown gives green light to driverless cars in California - Chicago Tribune /Gx8K5faC
548,4,yankees won mets lost. its a good day.
549,4,Stanford Charity Fashion Show a top draw http://cli.gs/NeNuAH
550,2,Safeway Super-marketing via mobile coupons http://bit.ly/ONH7w
551,0,"""The Republican party is a bunch of anti-abortion zealots who couldn't draw flies to a dump."" -- Neal Boortz (just now, on the radio)"
552,0,this dentist's office is cold :/
553,4,Ahhh... back in a *real* text editing environment. I &lt;3 LaTeX.
554,0,"If you think people dislike Google Buses and Google Glasses, just wait till a Google Self Driving car causes children to die in a crash."
555,0,curses the Twitter API limit
556,4,@united received my bag. I appreciate taking care of the matter and following up!
557,4,"' Barack Obama shows his funny side "" &gt;&gt; http://tr.im/l0gY !! Great speech.."
558,0,VIRAL MARKETING FAIL. This Acia Pills brand oughta get shut down for hacking into people's messenger's.  i get 5-6 msgs in a day! Arrrgh!
559,4,"@universewx I've heard that here in Florida, self-driving cars are street-legal. I want one!"
560,2,"breakers. in San Francisco, CA http://loopt.us/4v88Bw.t"
561,0,Driverless cars?!! Wth!i honestly don't think that's a good idea..
562,4,zomg!!! I have a G2!!!!!!!
563,0,Listening to Obama... Friggin North Korea...
564,2,    wonder what their plans are for the Super Bowl? Deflated balls are trademark. #DeflateGate
565,4,I JUST SAW A SELF-DRIVING GOOGLE CAR HOW AWSOMMEE!!
566,2,"Self-driving cars could be a decade away: A number of carmakers, with Nissan being the latest, claim that they... /DwF33TJMuN"
567,4,just got back from starbucks.. tried the tea with lemonade very good  miss gg already. 1st one!
568,4,is going to sleep then on a bike ride:]
569,4,@united Elizabeth at Washington Dulles just hooked me up with a new connecting flight at my gate! I'm super pleased!
570,0,I'm itchy and miserable!
571,4,Googles self driving cars...soo cool #iwantone
572,0,@zampeachie @Farscale To answer both of you: I studied for FOUR hours before the exam and I'm pretty sure I still fucked it 
573,2,First to own 2600 digital languages is the NEW leader of the Internet. .  . . . #onlinegaming  .
574,0,The real AIG scandal / http://bit.ly/b82Px
575,0,"I just got up, I'm ill as fuck. I need more sleep and everything. Uchh "
576,4,@shannyoday I will take you on a date to see night at the museum 2 whenever you want...it looks soooooo good
577,2,New blog post: Nike Trainer 1 http://bit.ly/394bp
578,0,at work fixing some code that just had to broke on the saturday evening... man... who the fuck invented comuters in the first place??? 
579,2,New blog post: Nike SB Dunk Low Premium 'White Gum' http://tr.im/lOtT
580,4,Self driving cars would be amazing. DDs would be a thing of the past#hurryupscience
581,0,Too fucking early. Super crabby. Want to be back in bed with my pup. Wish I was staying home tonight and being in my own bed. 
582,4,Class... The 50d is supposed to come today :)
583,0,Driverless cars. DUMBEST F..ING Idea I have ever heard of.
584,0,started to think that Citi is in really deep s&amp;^t. Are they gonna survive the turmoil or are they gonna be the next AIG?
585,4,@united thank you! Love united!! Have 4 flights today!
586,4,"@phyreman9 Google is always a good place to look. Should've mentioned I worked on the Mustang w/ my Dad, @KimbleT."
587,2,still hungry after eating....
588,4,downloading apps for my iphone! So much fun :-) There literally is an app for just about anything.
589,4,Just applied at Safeway!(: Yeeeee!
590,0,@cnni Driverless truck?! Perfect 'car (((Bomb))). I'll take 2 4 AIPC rats nest in Hymie town &amp; DC.
591,4,"since posting the 2 new photos on my website with the kids my hit count went up...way, way, way up. love to china for 5,000 views alone. "
592,2, I would love to Fort Lauderdale now that would cool.
593,0,"Back from seeing 'Star Trek' and 'Night at the Museum.' 'Star Trek' was amazing, but 'Night at the Museum' was; eh."
594,4,@mikefish  Fair enough. But i have the Kindle2 and I think it's perfect  :)
595,0,"@Apple, For the love of GAWD, CENTER the '1'on the damn calendar app. You fixed it once, its back, off center, AGAIN! http://t.co/dMyAHEm1Lc"
596,4,A friend feels like a beer on a Monday night. That's never good. But beer is always good. Always. 
597,0,fucking roadworks out the front of our house 
598,4,@BradmanTV Thanks....it seemed the right moment. I love your show.  Your songs bring me joy.
599,0,@kirstiealley I hate going to the dentist.. !!!
600,0,@ambcharlesfield lol. Ah my skin is itchy :( damn lawnmowing.
601,4,@JonathanRKnight wake up with ah Jon tweet. The Best start for my day  thx Jon love You
602,2, Obama's balls are deflated too and America doesn't believe him. #DeflateGate
603,4,"@mmcallen Sigh, wish I could have a GMIC meeting here in San Diego! Spoke to Johanna already, she said it was great... "
604,4,@united @jsumiyasu I am thankful to the  United ground staff who put me in the last seat on the last flight out. Home Late Flight is still home!
605,4,Watching Night at the Museum - giggling.
606,4,just changed my default pic to a Nike basketball cause bball is awesome!!!!!
607,0,Just got barraged by a horde of insects hungry for my kitchen light. So scary.
608,4,"HTML 5 Demos! Lots of great stuff to come! Yes, I'm excited. :) http://htmlfive.appspot.com #io2009 #googleio"
609,4,@ work til 6pm... lets go lakers!!!
610,0,Just blocked United Blood Services using Google Voice. They call more than those Car Warranty guys.
611,4,Self-driving cars? Sounds good to me!  --- Headline @USATODAY: California okays driverless cars http://t.co/v9jFiX1z
612,2, Maybe put a few of those dance steps to use after today's Belichick conference... #DeflateGate #Patriots #PatriotsNation
613,2,"#jobs #sittercity Help with taking care of sick child (East Palo Alto, CA) http://tinyurl.com/qwrr2m"
614,4,"@craigsutton     that's a long-time, good for you!   "
615,4,Night At The Museum 2? Pretty furkin good.
616,0,LEbron james got in a car accident i guess..just heard it on evening news...wow i cant believe it..will he be ok ? http://twtad.com/69750
617,4,@EricBttn Yeah right!! Just hang out with the cast and accidentally have ALEX fall in love with you too right??? 
618,4,"Reading  ""Bill Clinton Fail - Obama Win?"" http://tinyurl.com/pcyxj7"
619,2,"Time Warner CEO hints at online fees for magazines      (AP) - Read from Mountain View,United States. Views 16209 http://bit.ly/UdFCH"
620,0,Damn my fucking Brain... searching for an Slab Serif Type called Lubilin or something similiar 
621,4,In montreal for a long weekend of R&amp;R. Much needed.
622,4,@united it's amazing really.
623,0,omg its getting so fucking hot out 
624,0,Fuck this economy. I hate aig and their non loan given asses.
625,0,is Twitter's connections API broken? Some tweets didn't make it to Twitter...
626,4,My dentist appt today was actually quite enjoyable.
627,2,  Yung adopted child namin has just been bitten by a wasp. I gave him Claritin.
628,2,â€œ: Google plans to build self-driving car with no steering wheel /aRzeKjjr4Qâ€
629,0,DEAR APPLE THIS IS THE WORSE SERVICE EVER @apple http://t.co/JHPs71DF0W
630,4,"just had a real good moment. i missssssssss him so much, "
631,0,"love u dane cook, u funny fuck!    party time for my lil sister well not so little anymore now 14!  how sad they grow up so fast"
632,0,"I Will NEVER Buy a Government Motors Vehicle: Until just recently, I drove GM cars. Since 1988, when I bought a .. http://tinyurl.com/lulsw8"
633,4,SHOUT OUTS TO ALL EAST PALO ALTO FOR BEING IN THE BUILDIN KARIZMAKAZE 50CAL GTA! ALSO THANKS TO PROFITS OF DOOM UNIVERSAL HEMPZ CRACKA......
634,0,F*ck Time Warner Cable!!! You f*cking suck balls!!! I have a $700 HD tv &amp; my damn HD channels hardly ever come in. Bullshit!!
635,0,@united Do we know why UA5282 is delayed x2)? This is getting crazy. I've already had 2 overnight delays. #UnitedAirlines
636,0,Math review. Im going to fail the exam.
637,2,"Loratadine (main ingredient in Claritin) is SO much cheaper at Target, it kinda makes me wonder if they do something to it..."
638,4,is it me or is this the best the playoffs have been in years oh yea lebron and melo in the finals
639,0,@MushyV Ahhhhh that Hoff programme sounded CLASSS!!!! I fuckin missed it  hopes there's a repeat innit
640,4,"@aiduong Oh goodness, I didn't know you could message friends on here! Hello Ai "
641,0,Rt @LilTanLines I know I'm Special... hahaha But the fucking Special Olympics won't let me compete in their events. 
642,0,"GM files Bankruptcy, not a good sign..."
643,0,annoying new trend on the internets:  people picking apart michael lewis and malcolm gladwell.  nobody wants to read that.
644,0,"@united Now arriving a day and a half Late Flightr than supposed to. Lesson of the day, don't believe verbal or written confirmations from United"
645,4,Will the Lakers kick the Nuggets ass tonight?
646,2,": Wonder if there’ll b investigation 2 determine how over inflated , ,  heads are after this? …"
647,0,fucking myspace!! Let me check my new comments nowwwwwww 
648,0,@ims What is AT&amp;T fucking up?
649,4,RT @shrop: Awesome JQuery reference book for Coda! http://www.macpeeps.com/coda/ #webdesign
650,0,@united Why isn't the flight status updated to delayed UA1532 no board
651,0,"@united, last week shanghai to sfo 858 delay 5hrs bc of engine. today sfo-sea delay to ""sick pilot"". no compensation. They Do. Not. Care."
652,2,"Getting ready to go watch Night at the Museum 2.  Dum dum, you give me gum gum!"
653,0,"glad i didnt do Bay to Breakers today, it's 1000 freaking degrees in San Francisco wtf"
654,4,i loved night at the museum!!!
655,4,God sho love him some me  feeling really really blessed tonight++++++
656,0,"Ok, @apple. You win. I won't use your browser anymore since it keeps closing on me. Literally 8 times today. I counted."
657,0,"I just wrote and entire story, and it didn't save.   Motherfucker.   http://twitter.com/disintegration/statuses/1548632552"
658,0,#at&amp;t is complete fail.
659,4,"has discovered that she loves easter crafts, eggs, hot cross buns... feel like watching the prince of egypt to aid my easter meditations "
660,0,i hate comcast right now. everything is down cable internet &amp; phone....ughh what am i to do
661,2,Testing Twitter API. Remote Update
662,0,"oh hell no, i know enough about computers to not trust a driverless car"
663,4,Excited about seeing Bobby Flay and Guy Fieri tomorrow at the Great American Food &amp; Music Fest!
664,2,The google carðŸ˜‚ /tZ2KkGl4as
665,2,Dentist tomorrow. Have to brush well in the morning. Like I make my hair all nice before I get it cut. Why?
666,4,I couldn't be more excited about self-driving cars http://t.co/hpXkh7hX
667,4,Booz Allen Hamilton has a bad ass homegrown social collaboration platform. Way cool!  #ttiv
668,0,"I reaaly miss john mayer's twitters.  fuck rude people. Remove him if you don't like his tweets, bitchfucks."
669,4,just watched night at the museum 2! so stinkin cute!
670,4,@united You might be dealing with frustrated passenegers. hope you all have a great day :) thank you very much for an amazing airline :)
671,2,NCAA Baseball Super Regional - Rams Club http://bit.ly/Ro7nx
672,2,iPhone May Get Radio Tagging and Nike  : Recently-released iTunes version 8.2 suggests that VoiceOver functional.. http://tinyurl.com/oq5ctc
673,2,"@XPhile1908 I have three words for you: ""Safeway dot com"""
674,4,can't wait for the great american food and music festival at shoreline tomorrow.  mmm...katz pastrami and bobby flay. yes please.
675,0,Aren't they already? â€œ@Techmeme: FBI warns driverless cars could be used as 'lethal weapons' http://t.co/BZCGGulW6x http://t.co/sTLxMt1lLzâ€
676,4,Learning about lambda calculus :)
677,2,   legit thought that was you in this pic!
678,4,"RT @PassionModel 'American Idol' fashion: Adam Lambert tones down, Danny Gokey cute ... http://cli.gs/7JWSHV"
679,0,ps just broke my fucking phone 
680,4,Uploading the greatest cartoon from the Newspaper ever - regarding Twitter. 
681,4,Riding around a @Google self-driving car! â€œ@always_believin: @Mazy where do u see yourself in 10 years? :) #AskMazyâ€
682,2,My balls are perfect                              #DeflateGate #TomBrady #inflatethis
683,4,@united thanks! :)
684,4,With my best girl for a few more hours in San francisco. Mmmmmfamily is wonderful!
685,0,@apple last time I checked I thought I bought a iphone 6 not a slippery ass bar of soap disguised as one. I DIDNT DESERVE THIS
686,2,DevSnippets : jQuery Tools - Javascript UI Components for the Web... http://inblogs.org/go/hfuqt
687,0,Tell me again why we are giving more $$ to GM?? We should use that $ for all the programs that support the unemployed.
688,0,Nancy Pelosi gave the worst commencement speech I've ever heard. Yes I'm still bitter about this
689,4,Just saw a Google self-driving car in the wild! Woot! It was extremely well behaved. Me wants!
690,4,Went to see the Star Trek movie last night.  Very satisfying.
691,0,"As u may have noticed, not too happy about the GM situation, nor AIG, Lehman, et al"
692,2,GM says expects announcment on sale of Hummer soon - Reuters: WDSUGM says expects announcment on sale of Hummer .. http://bit.ly/4E1Fv
693,4,"I think I am more excited about the self driving car, than anything else since I joined @Google. It's just awesome!"
694,0,"Hates his pills, oh god why do they have to taste so fuckin horrible. 0,5 liter of coke to flush them down isnt even enough "
695,4,I seriously underestimated Malcolm Gladwell.  I want to meet this dude.
696,0,@StreetWearBear.  yes I am thanks for reaveling to the world bro fuck my life hahaha
697,0,"arhh, It's weka bug. = ="" and I spent almost two hours to find that out. crappy me"
698,2,myfoxdc Barrie Students Back from Trip to China: A Silver Spring high school's class trip to China has en.. http://tinyurl.com/nlhqba
699,0,Just got home from chick-fil-a with the boys. Damn my internets down =( stupid time warner
700,2,Launched! http://imgsearch.net  #imgsearch #ajax #jquery #webapp
701,4,@cthagod when Lebron is done in the NBA he will probably be greater than Kobe. Like u said Kobe is good but there alot of 'good' players.
702,4,RT @clashmore: http://bit.ly/SOYv7  Great article by Malcolm Gladwell.
703,2,#WearableDevices To #Consumers : You're Putting Me On - /2eSSgN5Wsv #IBDNews via   #aapl #nke #grmn #amba #invn
704,4,"@Gerry_Butler If it's something you will enjoy and will make you happy, why not do it? "
705,4,@JonathanRKnight A truly great place to eat is the Canteen in Ottumwa.  Loose meat hamburgers in a tiny cafe.  Everyone's friendly. 
706,4,"@United Bringing your ""A"" game with premium cabin dining. Nice! https://t.co/zgOQoxjBQY"
707,2,Amazon making self driving cars in 2017 to deliver packages? #drone
708,2,is eating  home made yema
